id	path	key	kind	title	line1	line2
native_lane_curve_x	*	key:layers.*.pulses.x.*.curve	enum	X Lane Curve	Selects the response curve for this X-axis value lane.	linear maps evenly; curve stores the curved response mode for modulation parity.
native_lane_curve_y	*	key:layers.*.pulses.y.*.curve	enum	Y Lane Curve	Selects the response curve for this Y-axis value lane.	linear maps evenly; curve stores the curved response mode for modulation parity.
native_lane_from_x	*	key:layers.*.pulses.x.*.from	number	X Lane From	Sets the low endpoint for this X-axis value lane.	The lane scales grid position between From and To.
native_lane_to_x	*	key:layers.*.pulses.x.*.to	number	X Lane To	Sets the high endpoint for this X-axis value lane.	The lane scales grid position between From and To.
native_lane_offset_x	*	key:layers.*.pulses.x.*.gridOffset	number	X Grid Offset	Rotates the X-axis lane index before scaling values.	Useful for shifting where low and high modulation points fall on the grid.
native_lane_from_y	*	key:layers.*.pulses.y.*.from	number	Y Lane From	Sets the low endpoint for this Y-axis value lane.	The lane scales grid position between From and To.
native_lane_to_y	*	key:layers.*.pulses.y.*.to	number	Y Lane To	Sets the high endpoint for this Y-axis value lane.	The lane scales grid position between From and To.
native_lane_offset_y	*	key:layers.*.pulses.y.*.gridOffset	number	Y Grid Offset	Rotates the Y-axis lane index before scaling values.	Useful for shifting where low and high modulation points fall on the grid.
native_sampler_group	Menu > 3: Tones > Instruments > Instrument * > Sampler		group	Sampler	Configures sample-slot playback, grid assignment, velocity levels, filter, and amp shaping.	Visible for sampler instruments.
native_sampler_velocity_levels_group	Menu > 3: Tones > Instruments > Instrument * > Sampler > Velocity Levels		group	Velocity Levels	Configures High, Medium, and Low velocities for assigned sampler cells.	Visible when Velocity Levels is on.
native_sampler_amp_env_group	Menu > 3: Tones > Instruments > Instrument * > Sampler > Amp Env		group	Amp Envelope	Shapes sampler loudness over time with ADSR stages.	Attack/Decay/Release are milliseconds; Sustain is percentage.
native_sampler_filter_env_group	Menu > 3: Tones > Instruments > Instrument * > Sampler > Filter Env		group	Filter Envelope	Shapes sampler filter motion over time with ADSR stages.	Use with filter Env Amount for plucks and sweeps.
native_sampler_tune	*	key:instruments.*.sample.tuneSemis	number	Tune Semis	Transposes sampler playback in semitones.	Negative values tune down; positive values tune up.
native_sampler_amp_gain	*	key:instruments.*.sample.amp.gainPct	number	Sample Gain	Sets base sampler loudness for this instrument slot.	Use with mixer volume and master volume for level balance.
native_sampler_amp_vel	*	key:instruments.*.sample.amp.velocitySensitivityPct	number	Sample Velocity Sensitivity	Controls how strongly trigger velocity affects sampler loudness.	Lower values flatten dynamics; higher values increase response.
native_sampler_amp_env	*	key:instruments.*.sample.ampEnv.*	number	Sample Amp Envelope	Shapes sampler loudness over time using ADSR stages.	Attack/Decay/Release are in ms; Sustain is level percentage.
native_sampler_filter_type	*	key:instruments.*.sample.filter.type	enum	Sample Filter Type	Selects the sampler filter response mode.	Use with cutoff, resonance, envelope amount, and key tracking.
native_sampler_filter_cutoff	*	key:instruments.*.sample.filter.cutoffHz	number	Sample Filter Cutoff	Sets the sampler filter cutoff on the compact 0..255 control scale.	Higher values pass more high content.
native_sampler_filter_res	*	key:instruments.*.sample.filter.resonance	number	Sample Filter Resonance	Boosts emphasis near the sampler filter cutoff.	High values create stronger peaks.
native_sampler_filter_env_amt	*	key:instruments.*.sample.filter.envAmountPct	number	Sample Filter Env Amount	Sets how much the sampler filter envelope moves cutoff.	Positive values open with envelope; negative values invert.
native_sampler_filter_keytrack	*	key:instruments.*.sample.filter.keyTrackingPct	number	Sample Filter Key Tracking	Sets how sampler filter cutoff follows played pitch.	Higher values keep timbre more consistent across pitch.
native_sampler_filter_env	*	key:instruments.*.sample.filterEnv.*	number	Sample Filter Envelope	Shapes sampler filter movement over time using ADSR stages.	Use with Env Amount for plucks, swells, and contour motion.
native_instrument_type	Menu > 3: Tones > Instruments > Instrument * > Type		enum	Instrument Type	Selects whether this slot is silent, synth, sampler, or external MIDI.	Only controls relevant to the selected type are shown.
native_midi_velocity	*	key:instruments.*.midi.velocity	number	MIDI Velocity	Sets fixed outgoing note velocity for this MIDI instrument slot.	Use when Pulses should drive pitch/timing but not velocity dynamics.
native_midi_duration	*	key:instruments.*.midi.durationMs	number	MIDI Duration	Sets default outgoing MIDI note length in milliseconds.	Useful for shaping external MIDI staccato or sustain.
native_synth_group	Menu > 3: Tones > Instruments > Instrument * > Synth		group	Synth	Configures the internal two-oscillator synth for this slot.	Visible for synth instruments.
native_synth_amp_env_group	Menu > 3: Tones > Instruments > Instrument * > Synth > Amp Env		group	Amp Envelope	Shapes synth loudness over time with ADSR stages.	Attack/Decay/Release are milliseconds; Sustain is percentage.
native_synth_filter_env_group	Menu > 3: Tones > Instruments > Instrument * > Synth > Filter Env		group	Filter Envelope	Shapes synth filter motion over time with ADSR stages.	Use with filter Env Amount for plucks and sweeps.
native_sparks_invert_x	*	key:sparks.xy.invertX	bool	Invert X	Flips the Sparks XY X-axis modulation direction.	Left becomes high and right becomes low when enabled.
native_sparks_invert_y	*	key:sparks.xy.invertY	bool	Invert Y	Flips the Sparks XY Y-axis modulation direction.	Bottom becomes high and top becomes low when enabled.
native_sparks_xy_release	*	key:sparks.xy.release	enum	XY Release	Chooses what happens when a Sparks XY touch is released.	sample-hold keeps the last position; reset-center returns to center.
native_sparks_fx_target	*	key:sparks.fx.target	enum	FX Target	Chooses where the mapped Sparks FX cell is inserted.	Targets include master, FX buses, and instruments.
native_xy_axis_group	Menu > 4: Sparks > * Axis: *		group	XY Axis Target	Chooses a parameter target for this Sparks XY axis.	The picker uses the shared parameter browser.
native_param_browser_behavior	Menu > * > Behavior		group	Behavior Parameters	Lists behavior parameters available for binding.	Selecting a row binds that parameter to the current target slot.
native_param_browser_instruments	Menu > * > Instruments		group	Instrument Parameters	Lists instrument parameters available for binding.	Selecting a row binds that parameter to the current target slot.
native_param_browser_instrument	Menu > * > Instruments > Instrument *		group	Instrument Slot Parameters	Lists bindable parameters for this instrument slot.	Only active parameter families should be used at performance time.
native_param_browser_sample	Menu > * > Instruments > Instrument * > Sample		group	Sample Parameters	Lists bindable sampler parameters for this instrument slot.	Selecting a row binds that parameter to the current target slot.
native_param_browser_synth	Menu > * > Instruments > Instrument * > Synth		group	Synth Parameters	Lists bindable synth parameters for this instrument slot.	Selecting a row binds that parameter to the current target slot.
native_param_browser_sound	Menu > * > Sound		group	Sound Parameters	Lists global sound parameters available for binding.	Selecting a row binds that parameter to the current target slot.
native_fx_amount	*	key:mixer.buses.*.slot*.params.amountPct	number	Duck Amount	Sets how strongly ducking reduces the target bus.	Higher percentages create deeper ducking.
native_fx_attack	*	key:mixer.buses.*.slot*.params.attackMs	number	Attack	Sets how quickly this effect reacts after input crosses its trigger condition.	Short values respond faster.
native_fx_release	*	key:mixer.buses.*.slot*.params.releaseMs	number	Release	Sets how quickly this effect returns after release or input falls away.	Longer values decay more slowly.
native_fx_threshold	*	key:mixer.buses.*.slot*.params.threshold	number	Threshold	Sets the normalized trigger level for this effect.	Lower values trigger more easily.
native_fx_threshold_db	*	key:mixer.*.slots.*.params.thresholdDb	number	Threshold dB	Sets compressor threshold in dB.	Signals above this level are reduced.
native_fx_mix	*	key:mixer.*.slots.*.params.mixPct	number	Mix	Sets wet/dry mix for this effect.	0 is dry; 100 is fully wet.
native_fx_time	*	key:mixer.buses.*.slot*.params.timeMs	number	Delay Time	Sets delay time in milliseconds.	Longer values create wider echoes.
native_fx_feedback	*	key:mixer.buses.*.slot*.params.feedback	number	Feedback	Sets how much output feeds back into the effect.	Higher values increase repeats or resonance.
native_fx_rate_hz	*	key:mixer.*.slots.*.params.rateHz	number	Rate Hz	Sets modulation rate in Hertz.	Higher rates move faster.
native_fx_depth_pct	*	key:mixer.buses.*.slot*.params.depthPct	number	Depth	Sets modulation depth as a percentage.	Higher values create stronger movement.
native_fx_depth_ms	*	key:mixer.buses.*.slot*.params.depthMs	number	Depth ms	Sets modulation depth in milliseconds.	Used by chorus, flanger, and vibrato style effects.
native_fx_base_ms	*	key:mixer.buses.*.slot*.params.baseMs	number	Base ms	Sets the base delay time in milliseconds.	Depth is applied around this base.
native_fx_drive	*	key:mixer.*.slots.*.params.drive	number	Drive	Sets nonlinear drive amount.	Higher values add more saturation or distortion.
native_fx_clip	*	key:mixer.*.slots.*.params.clip	number	Clip	Sets distortion clipping threshold.	Lower values clip harder.
native_fx_bits	*	key:mixer.buses.*.slot*.params.bits	number	Bits	Sets bit depth for bitcrushing.	Lower values sound rougher.
native_fx_rate_div	*	key:mixer.buses.*.slot*.params.rateDiv	number	Rate Div	Sets sample-rate reduction divisor.	Higher values reduce more aggressively.
native_fx_center_hz	*	key:mixer.buses.*.slot*.params.centerHz	number	Center Hz	Sets the center frequency for filter modulation.	This anchors the sweep range.
native_fx_q	*	key:mixer.buses.*.slot*.params.q	number	Q	Sets filter resonance/Q.	Higher values emphasize the cutoff region.
native_fx_decay	*	key:mixer.buses.*.slot*.params.decay	number	Decay	Sets reverb feedback decay.	Displayed as approximate tail time.
native_fx_damp	*	key:mixer.buses.*.slot*.params.damp	number	Damp	Sets reverb high-frequency damping.	Higher values darken the tail faster.
native_fx_chance	*	key:mixer.buses.*.slot*.params.chancePct	number	Chance	Sets glitch trigger probability.	Higher values glitch more often.
native_fx_slice	*	key:mixer.buses.*.slot*.params.sliceMs	number	Slice ms	Sets glitch slice length.	Shorter slices sound tighter and more fragmented.
native_fx_ratio	*	key:mixer.*.slots.*.params.ratio	number	Ratio	Sets compressor ratio.	Higher ratios reduce peaks more strongly.
native_fx_makeup	*	key:mixer.*.slots.*.params.makeupDb	number	Makeup dB	Adds gain after compression.	Use it to recover level after gain reduction.
native_fx_low_gain	*	key:mixer.*.slots.*.params.lowGainDb	number	Low Gain dB	Adjusts low-band EQ gain.	Negative cuts lows; positive boosts lows.
native_fx_mid_gain	*	key:mixer.*.slots.*.params.midGainDb	number	Mid Gain dB	Adjusts mid-band EQ gain.	Negative cuts mids; positive boosts mids.
native_fx_high_gain	*	key:mixer.*.slots.*.params.highGainDb	number	High Gain dB	Adjusts high-band EQ gain.	Negative cuts highs; positive boosts highs.
native_fx_mid_freq	*	key:mixer.*.slots.*.params.midFreqHz	number	Mid Frequency	Sets the EQ mid-band center frequency.	Move it to target different tonal ranges.
native_fx_mid_q	*	key:mixer.*.slots.*.params.midQ	number	Mid Q	Sets the EQ mid-band width.	Higher values make a narrower band.
native_fx_saturation	*	key:mixer.master.slots.*.params.saturationPct	number	Saturation	Sets vinyl saturation amount.	Higher values add more warmth and compression.
native_fx_crackle	*	key:mixer.master.slots.*.params.cracklePct	number	Crackle	Sets vinyl crackle amount.	Higher values add more noise events.
native_fx_warp	*	key:mixer.master.slots.*.params.warpDepthPct	number	Warp Depth	Sets vinyl pitch/time warp depth.	Higher values add more wobble.
native_fx_bus_threshold_db	*	key:mixer.*.slot*.params.thresholdDb	number	Threshold dB	Sets compressor threshold in dB.	Signals above this level are reduced.
native_fx_bus_ratio	*	key:mixer.*.slot*.params.ratio	number	Ratio	Sets compressor ratio.	Higher ratios reduce peaks more strongly.
native_fx_bus_makeup	*	key:mixer.*.slot*.params.makeupDb	number	Makeup dB	Adds gain after compression.	Use it to recover level after gain reduction.
native_fx_bus_low_gain	*	key:mixer.*.slot*.params.lowGainDb	number	Low Gain dB	Adjusts low-band EQ gain.	Negative cuts lows; positive boosts lows.
native_fx_bus_mid_gain	*	key:mixer.*.slot*.params.midGainDb	number	Mid Gain dB	Adjusts mid-band EQ gain.	Negative cuts mids; positive boosts mids.
native_fx_bus_high_gain	*	key:mixer.*.slot*.params.highGainDb	number	High Gain dB	Adjusts high-band EQ gain.	Negative cuts highs; positive boosts highs.
native_fx_bus_mid_freq	*	key:mixer.*.slot*.params.midFreqHz	number	Mid Frequency	Sets the EQ mid-band center frequency.	Move it to target different tonal ranges.
native_fx_bus_mid_q	*	key:mixer.*.slot*.params.midQ	number	Mid Q	Sets the EQ mid-band width.	Higher values make a narrower band.
native_fx_bus_clip	*	key:mixer.*.slot*.params.clip	number	Clip	Sets distortion clipping threshold.	Lower values clip harder.
native_fx_bus_drive	*	key:mixer.*.slot*.params.drive	number	Drive	Sets nonlinear drive amount.	Higher values add more saturation or distortion.
native_fx_bus_mix	*	key:mixer.*.slot*.params.mixPct	number	Mix	Sets wet/dry mix for this effect.	0 is dry; 100 is fully wet.
native_fx_bus_rate_hz	*	key:mixer.*.slot*.params.rateHz	number	Rate Hz	Sets modulation rate in Hertz.	Higher rates move faster.
native_fx_global_attack	*	key:mixer.master.slots.*.params.attackMs	number	Attack	Sets how quickly this global effect reacts.	Short values respond faster.
native_fx_global_release	*	key:mixer.master.slots.*.params.releaseMs	number	Release	Sets how quickly this global effect returns.	Longer values decay more slowly.
sparks_fx_map	Menu > 4: Sparks > FX > Map to Grid		action	Map to Grid	Enters FX assignment mode using the current effect type and values.	Press a grid cell to store it; Back exits assignment mode.
sparks_aux_map_fx_map	Menu > 4: Sparks > FX > Aux Map > Map to Grid	action:fx_assign_enter	action	Map to Grid	Enters FX assignment mode using the current Sparks FX settings.	The row uses the same auto-map press marker as the aux encoder action and does not remap the aux control.
xy_target_x	Menu > 4: Sparks > XY > X Axis		group	X Axis	Selects which parameter the X axis modulates. Options include the same mappable parameters available for aux encoders and X/Y Pulses modulation.	Choose (none) to disable X axis modulation.
xy_target_y	Menu > 4: Sparks > XY > Y Axis		group	Y Axis	Selects which parameter the Y axis modulates. Options include the same mappable parameters available for aux encoders and X/Y Pulses modulation.	Choose (none) to disable Y axis modulation.
xy_release	Menu > 4: Sparks > XY > Release	key:sparks.xy.release	enum	Release Behavior	Controls what happens when the grid finger is lifted.	sample-hold keeps the last modulation value; reset-center returns X and Y to center (0.5, 0.5).
xy_invert_x	Menu > 4: Sparks > XY > Invert X	key:sparks.xy.invertX	bool	Invert X	Flips the X axis value.	When on, left becomes maximum and right becomes minimum.
xy_invert_y	Menu > 4: Sparks > XY > Invert Y	key:sparks.xy.invertY	bool	Invert Y	Flips the Y axis value.	When on, bottom becomes maximum and top becomes minimum.
